ID_Punktu,Nazwa_Stacji,Adres,Latitude,Longitude,Handlowiec,Status,Ostatnia_Aktualizacja,Notatki
ORL-PL-128384080,Orlen,"Stacja Orlen, Polska (współrzędne: 52.21426, 21.02019)",52.214264,21.020189,,Do zrobienia,,
ORL-PL-131641069,Orlen nr 0555,"ul. Karola Marcinkowskiego 6, 03-722 Warszawa",52.249205,21.041138,,Do zrobienia,,
ORL-PL-135126666,Orlen,"ul. Kcyńska 25, Gdynia",54.541625,18.453323,,Do zrobienia,,
ORL-PL-137082673,Orlen,"ul. Janka Wiśniewskiego 20A, Gdynia",54.532340,18.509988,,Do zrobienia,,
ORL-PL-137707571,Orlen,"ul. Kontenerowa 2, Gdynia",54.549109,18.499531,,Do zrobienia,,
ORL-PL-138397570,Orlen nr 1255,"Stacja Orlen, Polska (współrzędne: 52.32192, 14.60734)",52.321920,14.607336,,Do zrobienia,,
ORL-PL-139710916,Orlen,"ul. Bernardyńska, Bydgoszcz",53.120992,18.005782,,Do zrobienia,,
ORL-PL-140107986,Orlen nr 541,"ul. Szczecińska 20, 91-222 Łódź",51.803384,19.367528,,Do zrobienia,,
ORL-PL-143334195,Orlen,"ul. Aleja Warszawska 100, Olsztyn",53.745594,20.458006,,Do zrobienia,,
ORL-PL-144985868,Orlen,"Stacja Orlen, Polska (współrzędne: 50.86128, 15.65711)",50.861280,15.657108,,Do zrobienia,,
ORL-PL-146601739,Orlen,"Stacja Orlen, Polska (współrzędne: 50.09329, 18.76551)",50.093291,18.765513,,Do zrobienia,,
ORL-PL-147575408,Orlen,"ul. Gdańska 103, 84-200 Wejherowo",54.602415,18.272095,,Do zrobienia,,
ORL-PL-148319478,Orlen nr 734,"ul. Słone 133, 57-350 Kudowa-Zdrój",50.431664,16.197906,,Do zrobienia,,
ORL-PL-148935159,Orlen,"Stacja Orlen, Polska (współrzędne: 51.84498, 19.41474)",51.844977,19.414744,,Do zrobienia,,
ORL-PL-149142782,Orlen,"ul. Lubelska 47, 24-100 Puławy",51.414999,21.988652,,Do zrobienia,,
ORL-PL-150178853,Orlen,"ul. Mostowa 3, 98-220 Zduńska Wola",51.607638,18.922169,,Do zrobienia,,
ORL-PL-150212420,Orlen,"ul. Jana Kilińskiego 26, 95-200 Pabianice",51.658018,19.356663,,Do zrobienia,,
ORL-PL-151351133,Orlen,"ul. Świętokrzyska 2, 80-041 Gdańsk",54.326375,18.607422,,Do zrobienia,,
ORL-PL-151376605,Orlen,"Stacja Orlen, Polska (współrzędne: 50.95432, 21.29527)",50.954322,21.295274,,Do zrobienia,,
ORL-PL-151423015,Orlen,"ul. I Brygady Pancernej Wojska Polskiego 106, 84-200 Wejherowo",54.610643,18.189356,,Do zrobienia,,
ORL-PL-151470496,Orlen nr 7144,"Stacja Orlen, Polska (współrzędne: 52.41588, 20.74939)",52.415876,20.749395,,Do zrobienia,,
ORL-PL-154237652,Orlen,"ul. Kościerska 19a, 89-600 Chojnice",53.708076,17.579318,,Do zrobienia,,
ORL-PL-156530569,Orlen,"ul. Pilotów 4B, 31-462 Kraków",50.078980,19.970944,,Do zrobienia,,
ORL-PL-156875624,Orlen,"Stacja Orlen, Polska (współrzędne: 50.01791, 19.93231)",50.017913,19.932308,,Do zrobienia,,
ORL-PL-157164765,Orlen,"ul. Stacha Konwy 3, 07-410 Ostrołęka",53.089065,21.554950,,Do zrobienia,,
ORL-PL-158477099,Orlen,"ul. Stanisława Wyspiańskiego 31, 66-620 Gubin",51.948988,14.735579,,Do zrobienia,,
ORL-PL-162545451,Orlen,"Stacja Orlen, Polska (współrzędne: 53.49369, 15.06584)",53.493688,15.065837,,Do zrobienia,,
ORL-PL-163012456,Orlen nr 1149,"Stacja Orlen, Polska (współrzędne: 52.38360, 16.94293)",52.383599,16.942933,,Do zrobienia,,
ORL-PL-163873782,Orlen,"ul. Wejherowska 7, 84-100 Puck",54.716165,18.406356,,Do zrobienia,,
ORL-PL-163977687,Orlen,"Stacja Orlen, Polska (współrzędne: 54.47417, 18.51587)",54.474174,18.515875,,Do zrobienia,,
ORL-PL-165083954,Orlen nr 1467,"ul. Jugosłowiańska 33a, 60-301 Poznań",52.391587,16.866116,,Do zrobienia,,
ORL-PL-166010856,Orlen,"ul. Marii Zientary-Malewskiej 23, Olsztyn",53.787714,20.497083,,Do zrobienia,,
ORL-PL-166910760,Orlen,"ul. Gdańska 107, 84-120 Władysławowo",54.775702,18.405720,,Do zrobienia,,
ORL-PL-167299819,Orlen,"ul. Katowicka 28, 41-700 Ruda Śląska",50.270202,18.872875,,Do zrobienia,,
ORL-PL-167488213,Orlen,32-084,50.078904,19.758644,,Do zrobienia,,
ORL-PL-167489167,Orlen,"Stacja Orlen, Polska (współrzędne: 50.08151, 19.77366)",50.081507,19.773660,,Do zrobienia,,
ORL-PL-167790723,Orlen,"Stacja Orlen, Polska (współrzędne: 50.22438, 18.66996)",50.224379,18.669960,,Do zrobienia,,
ORL-PL-168061369,Orlen,"ul. Aleja Wojska Polskiego 33a, Olsztyn",53.797196,20.483010,,Do zrobienia,,
ORL-PL-168102169,Orlen nr 1159,"ul. Łódzka 31, 62-800 Kalisz",51.760615,18.104190,,Do zrobienia,,
ORL-PL-168966965,Orlen,"ul. Aleja Prymasa Tysiąclecia 81, 01-242 Warszawa",52.224044,20.956917,,Do zrobienia,,
ORL-PL-169072003,Orlen,"Stacja Orlen, Polska (współrzędne: 50.02918, 19.91236)",50.029178,19.912358,,Do zrobienia,,
ORL-PL-169117749,Orlen,"ul. Franciszka Hynka 2D, 02-149 Warszawa",52.186399,20.970495,,Do zrobienia,,
ORL-PL-169822038,Orlen,"ul. Józefa Piłsudskiego 4, 97-400 Bełchatów",51.368001,19.374879,,Do zrobienia,,
ORL-PL-170072670,Orlen,"ul. Kolejowa 5, 46-040 Ozimek",50.675555,18.215463,,Do zrobienia,,
ORL-PL-171039284,Orlen,"ul. Bolesława Limanowskiego 25, 02-943 Warszawa",52.188070,21.050571,,Do zrobienia,,
ORL-PL-171453741,Orlen,"ul. Marszałka Józefa Piłsudskiego 6a, Szczecin",53.432455,14.551879,,Do zrobienia,,
ORL-PL-171697654,Orlen,"ul. Rzgowska 68, Łódź",51.732637,19.473478,,Do zrobienia,,
ORL-PL-171992266,Orlen,"ul. Chorzowska 90, 41-910 Bytom",50.318894,18.945398,,Do zrobienia,,
ORL-PL-171995523,ORLEN,"ul. Katowicka 144a, 41-500 Chorzów",50.311812,18.948941,,Do zrobienia,,
ORL-PL-172921965,Orlen,"ul. Wojska Polskiego 24, 83-400 Kościerzyna",54.116707,17.964396,,Do zrobienia,,
ORL-PL-173308806,Orlen,"Stacja Orlen, Polska (współrzędne: 50.63738, 20.31013)",50.637378,20.310128,,Do zrobienia,,
ORL-PL-173574240,Orlen,"ul. Józefa Piłsudskiego 58, Police",53.543791,14.574279,,Do zrobienia,,
ORL-PL-174020765,Orlen,"ul. Ignacego Łukasiewicza 15, 09-400 Płock",52.558961,19.680890,,Do zrobienia,,
ORL-PL-174808520,Orlen,"Stacja Orlen, Polska (współrzędne: 50.40591, 16.38627)",50.405908,16.386268,,Do zrobienia,,
ORL-PL-174995903,Orlen,"ul. Powstańców Śląskich 1a, 32-600 Oświęcim",50.044021,19.205400,,Do zrobienia,,
ORL-PL-176155405,Orlen,"ul. Aleje Zygmuntowskie 8, 20-101 Lublin",51.237624,22.564402,,Do zrobienia,,
ORL-PL-176691144,Orlen,"ul. Tadeusza Kościuszki 16, 95-060 Brzeziny",51.801007,19.748037,,Do zrobienia,,
ORL-PL-177504820,Orlen,"ul. Strzelców Bytomskich 274, 41-935 Bytom",50.398987,18.876722,,Do zrobienia,,
ORL-PL-177789704,Orlen,"ul. Gdańska 32, 83-032 Pszczółki",54.179230,18.685601,,Do zrobienia,,
ORL-PL-177910365,Orlen nr 548,"ul. Sportowa 16, 89-632 Brusy",53.880184,17.715587,,Do zrobienia,,
ORL-PL-178363831,Orlen,"ul. Zemborzycka 116b, 20-445 Lublin",51.199577,22.564458,,Do zrobienia,,
ORL-PL-178621137,Orlen,"ul. Hetmańska 82, 60-219 Poznań",52.385725,16.911067,,Do zrobienia,,
ORL-PL-178715646,Orlen,"ul. Królewska 10, 05-822 Milanówek",52.127221,20.691613,,Do zrobienia,,
ORL-PL-178769611,Orlen,"ul. Wołoska 28, 02-675 Warszawa",52.187451,21.002714,,Do zrobienia,,
ORL-PL-179274629,Orlen nr 1466,"ul. Rynkowa 119, 62-081 Przeźmierowo",52.419749,16.789197,,Do zrobienia,,
ORL-PL-179341178,Orlen,"ul. Górnośląska 42, 43-200 Pszczyna",49.987330,18.955862,,Do zrobienia,,
ORL-PL-179351169,Orlen nr 1522,"ul. Warszawska 17, 57-530 Międzylesie",50.159024,16.669540,,Do zrobienia,,
ORL-PL-180165640,Orlen,"Stacja Orlen, Polska (współrzędne: 51.22416, 22.61320)",51.224155,22.613197,,Do zrobienia,,
ORL-PL-180426114,Orlen,"ul. Krochmalna 51, 20-401 Lublin",51.223314,22.544903,,Do zrobienia,,
ORL-PL-180852481,Orlen,"ul. Mełgiewska 40, 20-234 Lublin",51.246213,22.625521,,Do zrobienia,,
ORL-PL-180852491,Orlen TIR,"Stacja Orlen, Polska (współrzędne: 51.24651, 22.62580)",51.246514,22.625799,,Do zrobienia,,
ORL-PL-180971018,Orlen,"ul. Aleja Zagłębia Dąbrowskiego 22, Sosnowiec",50.300826,19.165299,,Do zrobienia,,
ORL-PL-181360832,Orlen,"ul. Łódzka 8, 95-015 Głowno",51.956559,19.701750,,Do zrobienia,,
ORL-PL-181441113,Orlen,"Stacja Orlen, Polska (współrzędne: 50.28340, 18.92292)",50.283401,18.922920,,Do zrobienia,,
ORL-PL-181487797,Orlen,"ul. Kuziennicza 2, 59-400 Jawor",51.055737,16.210636,,Do zrobienia,,
ORL-PL-181496700,Orlen,"ul. Tadeusza Kościuszki 2, 42-425 Kroczyce",50.561842,19.572984,,Do zrobienia,,
ORL-PL-181596243,Orlen,"ul. Władysława Syrokomli 4, 03-335 Warszawa",52.283617,21.022860,,Do zrobienia,,
ORL-PL-182933993,Orlen,"ul. Długa 31A, 84-353 Mosty",54.551479,17.797456,,Do zrobienia,,
ORL-PL-183640174,Orlen,"ul. Turawska 1A, 46-045 Zawada",50.719497,18.003058,,Do zrobienia,,
ORL-PL-183878937,Orlen,"ul. Wrotkowska 4, Lublin",51.220189,22.551755,,Do zrobienia,,
ORL-PL-184299903,Orlen,"Stacja Orlen, Polska (współrzędne: 51.05559, 16.21070)",51.055594,16.210701,,Do zrobienia,,
ORL-PL-184389550,Orlen,"ul. Długa 177, 95-100 Zgierz",51.850993,19.443312,,Do zrobienia,,
ORL-PL-185523580,Orlen,"Stacja Orlen, Polska (współrzędne: 53.55516, 20.98814)",53.555157,20.988145,,Do zrobienia,,
ORL-PL-185668868,Orlen,"ul. Wojska Polskiego 35, 16-400 Suwałki",54.071923,22.933292,,Do zrobienia,,
ORL-PL-187205707,Orlen,"Stacja Orlen, Polska (współrzędne: 53.58970, 18.63521)",53.589695,18.635215,,Do zrobienia,,
ORL-PL-187883489,Orlen nr 576,"ul. Średzka, 62-035 Kórnik",52.247047,17.107196,,Do zrobienia,,
ORL-PL-188322317,Orlen,"Stacja Orlen, Polska (współrzędne: 50.32595, 19.01157)",50.325954,19.011572,,Do zrobienia,,
ORL-PL-188541496,Orlen nr 1122,"ul. Aleja Wojska Polskiego 118, 65-762 Zielona Góra",51.939312,15.468663,,Do zrobienia,,
ORL-PL-188670351,Orlen,"Stacja Orlen, Polska (współrzędne: 49.80668, 18.97033)",49.806678,18.970333,,Do zrobienia,,
ORL-PL-188840958,Orlen nr 4317,"ul. Jana Kilińskiego 47, 63-000 Środa Wielkopolska",52.232201,17.267051,,Do zrobienia,,
ORL-PL-188956102,Orlen,"ul. Warszawska 2, 82-100 Nowy Dwór Gdański",54.212585,19.106359,,Do zrobienia,,
ORL-PL-189353786,Orlen,"Stacja Orlen, Polska (współrzędne: 50.39610, 18.63517)",50.396105,18.635170,,Do zrobienia,,
ORL-PL-189841348,Orlen,"Stacja Orlen, Polska (współrzędne: 50.35996, 18.90550)",50.359963,18.905503,,Do zrobienia,,
ORL-PL-190575741,"Stacja paliw ""ORLEN""","ul. Aleja Jana Pawła II 9, 26-670 Pionki",51.473050,21.445548,,Do zrobienia,,
ORL-PL-190602227,Orlen nr 4233,"ul. Krakowska 46, 24-220 Niedrzwica Kościelna",51.095302,22.366980,,Do zrobienia,,
ORL-PL-190970955,Orlen,37-100,50.120490,22.233096,,Do zrobienia,,
ORL-PL-191189859,Orlen,"Stacja Orlen, Polska (współrzędne: 50.12044, 22.23284)",50.120440,22.232840,,Do zrobienia,,
ORL-PL-191380208,Orlen (Stacja paliw),"Stacja Orlen, Polska (współrzędne: 50.12262, 22.23002)",50.122621,22.230022,,Do zrobienia,,
ORL-PL-192394729,Orlen nr 4381,95-045,51.944519,19.176073,,Do zrobienia,,
ORL-PL-192557480,Orlen nr 898,"Stacja Orlen, Polska (współrzędne: 52.21307, 17.27587)",52.213073,17.275869,,Do zrobienia,,
ORL-PL-193680624,Orlen,"ul. Księdza Czesława Oszkiela 15, 05-555 Tarczyn",51.980170,20.839887,,Do zrobienia,,
ORL-PL-193923909,Orlen,"ul. Myśliborska 45, Gorzów Wielkopolski",52.739237,15.190213,,Do zrobienia,,
ORL-PL-193939635,Orlen,"ul. Koniawska 24, 66-400 Gorzów Wielkopolski",52.713688,15.256121,,Do zrobienia,,
ORL-PL-193948116,Orlen,"ul. Aleje 11 Listopada 148, 66-400 Gorzów Wielkopolski",52.726540,15.212299,,Do zrobienia,,
ORL-PL-194151456,Orlen nr 4037,"Stacja Orlen, Polska (współrzędne: 52.18002, 18.12487)",52.180020,18.124873,,Do zrobienia,,
ORL-PL-194159781,Orlen nr 4038,"Stacja Orlen, Polska (współrzędne: 52.17939, 18.12069)",52.179391,18.120687,,Do zrobienia,,
ORL-PL-194559158,Orlen,"ul. Jana Skrowaczewskiego 58a-d, 96-300 Żyrardów",52.067637,20.433110,,Do zrobienia,,
ORL-PL-197338296,Orlen,"ul. Aleja Niepodległości 206, 00-608 Warszawa",52.215443,21.006341,,Do zrobienia,,
ORL-PL-197842663,Orlen,"Stacja Orlen, Polska (współrzędne: 51.12606, 17.53598)",51.126060,17.535983,,Do zrobienia,,
ORL-PL-198377890,Orlen,"ul. Astronomów 20, 80-299 Gdańsk",54.414685,18.481500,,Do zrobienia,,
ORL-PL-201312225,Orlen,"ul. Mikołowska 2, 43-100 Tychy",50.132558,18.990686,,Do zrobienia,,
ORL-PL-202025569,Orlen,"ul. Aleja Walentego Roździeńskiego 194, Katowice",50.278201,19.082019,,Do zrobienia,,
ORL-PL-202028401,Orlen,"Stacja Orlen, Polska (współrzędne: 50.25244, 19.04881)",50.252440,19.048812,,Do zrobienia,,
ORL-PL-202033029,Orlen,"ul. Bogucicka 11, 40-226 Katowice",50.262386,19.043685,,Do zrobienia,,
ORL-PL-202374198,Orlen,"Stacja Orlen, Polska (współrzędne: 50.59856, 17.03809)",50.598558,17.038085,,Do zrobienia,,
ORL-PL-203231388,Orlen,"ul. Aleja Władysława Reymonta 40, 01-842 Warszawa",52.282516,20.940939,,Do zrobienia,,
ORL-PL-203360695,Orlen,"ul. Adama Asnyka 42, 43-502 Czechowice-Dziedzice",49.921843,19.006512,,Do zrobienia,,
ORL-PL-203467132,Orlen,"ul. Trocka 2, 03-563 Warszawa",52.273291,21.062705,,Do zrobienia,,
ORL-PL-203921132,Orlen,"Stacja Orlen, Polska (współrzędne: 50.31838, 19.19225)",50.318378,19.192254,,Do zrobienia,,
ORL-PL-204100047,Orlen,"ul. Pszczyńska 318, 44-100 Gliwice",50.266241,18.713152,,Do zrobienia,,
ORL-PL-204592493,Orlen nr 7602,"ul. Aleja Wojska Polskiego 2i, 62-800 Kalisz",51.740193,18.046097,,Do zrobienia,,
ORL-PL-204598919,Orlen nr 4375,59-700,51.307357,15.569396,,Do zrobienia,,
ORL-PL-204710840,Orlen,"Stacja Orlen, Polska (współrzędne: 50.24874, 19.11710)",50.248741,19.117100,,Do zrobienia,,
ORL-PL-205957587,Orlen,"Stacja Orlen, Polska (współrzędne: 52.25631, 19.15983)",52.256314,19.159834,,Do zrobienia,,
ORL-PL-206132287,Orlen,"ul. Aleja Marszałka Edwarda Śmigłego-Rydza 43, 93-272 Łódź",51.738448,19.487999,,Do zrobienia,,
ORL-PL-206409247,Orlen,"ul. Asfaltowa 3, 41-709 Ruda Śląska",50.304121,18.885613,,Do zrobienia,,
ORL-PL-208314978,Orlen nr 405,"Stacja Orlen, Polska (współrzędne: 50.14778, 19.29658)",50.147784,19.296585,,Do zrobienia,,
ORL-PL-208315276,Orlen nr 646,"ul. Na Stoku 110, 43-607 Jaworzno",50.149092,19.300921,,Do zrobienia,,
ORL-PL-209324260,Orlen,"ul. Jamesa Gordona Bennetta 2A, 02-159 Warszawa",52.167886,20.979182,,Do zrobienia,,
ORL-PL-209410868,Orlen,"Stacja Orlen, Polska (współrzędne: 50.65019, 17.97251)",50.650187,17.972510,,Do zrobienia,,
ORL-PL-211766109,Orlen,"ul. Aleja Tysiąclecia Państwa Polskiego 9, Białystok",53.148578,23.155414,,Do zrobienia,,
ORL-PL-214483747,Orlen,"ul. Usługowa 6, 16-070 Porosły",53.148192,23.057876,,Do zrobienia,,
ORL-PL-215298337,Orlen,"ul. Armii Krajowej 1, 58-130 Żarów",50.934833,16.494823,,Do zrobienia,,
ORL-PL-215463843,Orlen,"ul. Jana Pawła II 17, 47-400 Racibórz",50.079939,18.192733,,Do zrobienia,,
ORL-PL-215464587,Orlen,"Stacja Orlen, Polska (współrzędne: 50.09287, 18.24825)",50.092869,18.248251,,Do zrobienia,,
ORL-PL-215547515,Orlen,"ul. Generała Władysława Sikorskiego 21, 58-260 Bielawa",50.681291,16.629079,,Do zrobienia,,
ORL-PL-215776834,Orlen,38-111,49.825697,21.875084,,Do zrobienia,,
ORL-PL-218578479,Orlen,"ul. Wojska Polskiego 1, Olecko",54.039525,22.497008,,Do zrobienia,,
ORL-PL-218751234,Orlen,"Stacja Orlen, Polska (współrzędne: 53.36543, 18.63741)",53.365426,18.637407,,Do zrobienia,,
ORL-PL-218859435,Orlen nr 4025,"Stacja Orlen, Polska (współrzędne: 51.93819, 15.55685)",51.938192,15.556845,,Do zrobienia,,
ORL-PL-218912064,Orlen,"Stacja Orlen, Polska (współrzędne: 50.34468, 18.91293)",50.344681,18.912933,,Do zrobienia,,
ORL-PL-219162204,Orlen,"ul. Strzemieszycka 71, 41-260 Sławków",50.306829,19.346977,,Do zrobienia,,
ORL-PL-219162512,Orlen,"ul. Strzemieszycka 70, 41-260 Sławków",50.306201,19.344777,,Do zrobienia,,
ORL-PL-219301029,Orlen,"ul. Króla Jana III Sobieskiego 12, 42-580 Wojkowice",50.357263,19.061468,,Do zrobienia,,
ORL-PL-219301621,Orlen,"ul. Pustkowie 2, 42-500 Będzin",50.357731,19.121975,,Do zrobienia,,
ORL-PL-219882510,Orlen,"Stacja Orlen, Polska (współrzędne: 51.03593, 15.41706)",51.035929,15.417060,,Do zrobienia,,
ORL-PL-219999335,Orlen,"Stacja Orlen, Polska (współrzędne: 50.71639, 16.58375)",50.716390,16.583753,,Do zrobienia,,
ORL-PL-220378954,Orlen nr 66,"ul. Wrocławska 36a, 65-218 Zielona Góra",51.934510,15.520080,,Do zrobienia,,
ORL-PL-220544412,Orlen,"ul. Antoniego Malczewskiego 1, 02-617 Warszawa",52.194575,21.023896,,Do zrobienia,,
ORL-PL-220905363,Orlen,"ul. Wrocławska 21, 55-050 Sobótka",50.903337,16.747042,,Do zrobienia,,
ORL-PL-220945319,Orlen,"Stacja Orlen, Polska (współrzędne: 50.29324, 19.02316)",50.293244,19.023161,,Do zrobienia,,
ORL-PL-221103980,Orlen nr 1099,"Stacja Orlen, Polska (współrzędne: 50.90187, 15.76709)",50.901872,15.767093,,Do zrobienia,,
ORL-PL-221211407,Orlen,"ul. Księdza Stanisława Suchowolca 12, 15-567 Białystok",53.106900,23.213361,,Do zrobienia,,
ORL-PL-221519700,Orlen,"Stacja Orlen, Polska (współrzędne: 50.14680, 19.10565)",50.146797,19.105646,,Do zrobienia,,
ORL-PL-222821999,Orlen,"Stacja Orlen, Polska (współrzędne: 50.47515, 17.34089)",50.475154,17.340888,,Do zrobienia,,
ORL-PL-223191039,Orlen,"ul. Raciborska 2f, 44-361 Syrynia",50.016157,18.330370,,Do zrobienia,,
ORL-PL-223490517,Orlen,"ul. Mostowa 1A, 82-500 Kwidzyn",53.727094,18.930099,,Do zrobienia,,
ORL-PL-223869374,Orlen nr 4044,"ul. Poznańska 99, 62-800 Kalisz",51.764145,18.062834,,Do zrobienia,,
ORL-PL-223874655,Orlen nr 4011,"Stacja Orlen, Polska (współrzędne: 50.78433, 17.07144)",50.784328,17.071437,,Do zrobienia,,
ORL-PL-224069349,Orlen,"ul. Wrocławska 25, 58-210 Łagiewniki",50.800084,16.848935,,Do zrobienia,,
ORL-PL-224524238,Orlen,"ul. Sportowa 40, 82-500 Kwidzyn",53.716338,18.943055,,Do zrobienia,,
ORL-PL-224559377,Orlen nr 7207,63-450,51.743077,17.830750,,Do zrobienia,,
ORL-PL-224790140,Orlen,"ul. Koszalińska, 78-100 Kołobrzeg",54.175408,15.589823,,Do zrobienia,,
ORL-PL-225030049,Orlen,"ul. Zakopiańska 289, 30-435 Kraków",49.984220,19.912146,,Do zrobienia,,
ORL-PL-225978035,Orlen,"ul. Łunawska 1a;3, 86-200 Chełmno",53.348408,18.444317,,Do zrobienia,,
ORL-PL-225997974,Orlen nr 4324,"ul. Wojska Polskiego 49, 48-370 Paczków",50.458840,17.028999,,Do zrobienia,,
ORL-PL-228531478,Orlen,"ul. Gdańska 36, 83-011 Koszwały",54.291882,18.791366,,Do zrobienia,,
ORL-PL-228881681,Orlen,"ul. 3 Maja 27, 72-200 Nowogard",53.663836,15.111113,,Do zrobienia,,
ORL-PL-228893085,Orlen,"Stacja Orlen, Polska (współrzędne: 50.73798, 16.66022)",50.737982,16.660216,,Do zrobienia,,
ORL-PL-229419616,Orlen,"ul. Nowohucka 71, 30-711 Kraków",50.046207,19.977739,,Do zrobienia,,
ORL-PL-229455435,Orlen,"Stacja Orlen, Polska (współrzędne: 49.99665, 20.98536)",49.996648,20.985362,,Do zrobienia,,
ORL-PL-229551557,Orlen nr 7229,"ul. Choszczeńska 70A, 73-220 Drawno",53.213810,15.745239,,Do zrobienia,,
ORL-PL-229640490,Orlen nr 4379,"Stacja Orlen, Polska (współrzędne: 50.46134, 18.15995)",50.461342,18.159950,,Do zrobienia,,
ORL-PL-229805144,Orlen,22-437,50.676316,23.349054,,Do zrobienia,,
ORL-PL-229939323,Orlen,"ul. Podkarpacka 45, Rzeszów",50.013700,21.971505,,Do zrobienia,,
ORL-PL-229949979,Orlen nr 330,"ul. Mostowa 3, 64-600 Oborniki",52.639070,16.813896,,Do zrobienia,,
ORL-PL-230868583,Orlen,"ul. Jędrzejowska 6, 28-362 Nagłowice",50.673628,20.126178,,Do zrobienia,,
ORL-PL-231536437,Orlen,82-200,54.037690,19.011387,,Do zrobienia,,
ORL-PL-231628127,Orlen,"ul. Wyszogrodzka 150, 09-411 Płock",52.534128,19.760405,,Do zrobienia,,
ORL-PL-232456700,Orlen,"ul. Kozielska 1, 47-330 Zdzieszowice",50.415501,18.113608,,Do zrobienia,,
ORL-PL-232470218,Orlen,"Stacja Orlen, Polska (współrzędne: 50.06908, 20.05258)",50.069082,20.052579,,Do zrobienia,,
ORL-PL-232803535,Orlen,"Stacja Orlen, Polska (współrzędne: 53.83250, 18.81874)",53.832502,18.818742,,Do zrobienia,,
ORL-PL-233308561,Orlen,"ul. Juliusza Słowackiego 198, 80-298 Gdańsk",54.380790,18.477372,,Do zrobienia,,
ORL-PL-233356286,Orlen,"ul. Kamienna 18, 31-403 Kraków",50.077359,19.947664,,Do zrobienia,,
ORL-PL-233512655,Orlen,"Stacja Orlen, Polska (współrzędne: 50.76086, 17.61647)",50.760860,17.616468,,Do zrobienia,,
ORL-PL-233937557,Orlen nr 1526,"ul. aleja 600-lecia 25, 62-540 Kleczew",52.367314,18.183479,,Do zrobienia,,
ORL-PL-233981108,Orlen,"ul. Rzgowska 276, 95-200 Pabianice",51.663328,19.404694,,Do zrobienia,,
ORL-PL-234007706,Orlen,"ul. Krakowska 6c, 43-600 Jaworzno",50.190446,19.285075,,Do zrobienia,,
ORL-PL-234174426,Orlen,"ul. Płocka 35, 06-400 Ciechanów",52.863473,20.584202,,Do zrobienia,,
ORL-PL-234350365,Orlen,"ul. Oleśnicka 8, 46-100 Namysłów",51.084570,17.705074,,Do zrobienia,,
ORL-PL-234448182,Orlen,21-300,51.780764,22.593104,,Do zrobienia,,
ORL-PL-234467053,Orlen,"Stacja Orlen, Polska (współrzędne: 52.78693, 20.15403)",52.786935,20.154030,,Do zrobienia,,
ORL-PL-234480778,Orlen,"ul. Bielska 68, 09-402 Płock",52.572694,19.730733,,Do zrobienia,,
ORL-PL-234706324,Orlen nr 4608,"Stacja Orlen, Polska (współrzędne: 50.24392, 19.02373)",50.243922,19.023731,,Do zrobienia,,
ORL-PL-234752184,Orlen nr 253,"ul. Międzyrzecka 1A, 66-440 Skwierzyna",52.598388,15.506177,,Do zrobienia,,
ORL-PL-234859095,Orlen nr 557,"ul. Podwale 18, 68-200 Żary",51.637741,15.147381,,Do zrobienia,,
ORL-PL-234964903,Orlen nr 7350,"ul. Stanisława Moniuszki 64, 68-200 Żary",51.638142,15.120799,,Do zrobienia,,
ORL-PL-235033098,Orlen,"ul. Kożuchowska 17, 67-115 Bytom Odrzański",51.731553,15.821687,,Do zrobienia,,
ORL-PL-235769587,Orlen,"ul. Polna 10, 87-100 Toruń",53.034593,18.585269,,Do zrobienia,,
ORL-PL-237037904,Orlen,"ul. Plac Stanisława Staszica 1, 56-400 Oleśnica",51.212657,17.383349,,Do zrobienia,,
ORL-PL-237130869,Orlen,"ul. Puławska 554, 02-884 Warszawa",52.107730,21.017245,,Do zrobienia,,
ORL-PL-237550285,Orlen,"ul. Olsztyńska 71, 11-036 Gietrzwałd",53.748874,20.250802,,Do zrobienia,,
ORL-PL-237595826,Orlen,"Stacja Orlen, Polska (współrzędne: 50.76503, 16.27007)",50.765030,16.270066,,Do zrobienia,,
ORL-PL-237694436,Orlen nr 1373,"ul. Generała Zajączka 4, 62-874 Brzeziny",51.599865,18.268542,,Do zrobienia,,
ORL-PL-238178863,Orlen nr 916,"ul. Pomorska 16, 83-220 Skórcz",53.791935,18.514673,,Do zrobienia,,
ORL-PL-238666308,Orlen nr 4019,"ul. Wyszogrodzka 123, 09-410 Płock",52.538504,19.747838,,Do zrobienia,,
ORL-PL-238773632,Orlen,"Stacja Orlen, Polska (współrzędne: 50.70289, 17.90735)",50.702892,17.907352,,Do zrobienia,,
ORL-PL-238788322,Orlen nr 81,"Stacja Orlen, Polska (współrzędne: 51.03689, 16.58420)",51.036892,16.584199,,Do zrobienia,,
ORL-PL-238794509,Orlen nr 4145,"ul. Aleja Wojska Polskiego 178, 62-800 Kalisz",51.769535,18.091365,,Do zrobienia,,
ORL-PL-238817652,Orlen,"Stacja Orlen, Polska (współrzędne: 50.79022, 16.03355)",50.790217,16.033550,,Do zrobienia,,
ORL-PL-238862030,Orlen,"Stacja Orlen, Polska (współrzędne: 49.49977, 19.10051)",49.499770,19.100509,,Do zrobienia,,
ORL-PL-238866299,Orlen,"ul. 11 Listopada 42A, 03-436 Warszawa",52.262459,21.038128,,Do zrobienia,,
ORL-PL-238930849,Orlen,"ul. Tadeusza Kościuszki, Krzeszowice",50.133010,19.632802,,Do zrobienia,,
