ID_Punktu,Nazwa_Stacji,Adres,Latitude,Longitude,Handlowiec,Status,Ostatnia_Aktualizacja,Notatki,Audyt
ORL-PL-229419616,Orlen nr 229419616 (Kraków),"ul. Nowohucka 71, 30-711 Kraków",50.046207,19.977739,,Do zrobienia,,,Nie
ORL-PL-229805144,Orlen nr 229805144,22-437,50.676316,23.349054,,Do zrobienia,,,Nie
ORL-PL-229939323,Orlen nr 229939323 (Rzeszów),"ul. Podkarpacka 45, Rzeszów",50.013700,21.971505,,Do zrobienia,,,Nie
ORL-PL-231536437,Orlen nr 231536437,82-200,54.037690,19.011387,,Do zrobienia,,,Nie
ORL-PL-231628127,Orlen nr 231628127 (Płock),"ul. Wyszogrodzka 150, 09-411 Płock",52.534128,19.760405,,Do zrobienia,,,Nie
ORL-PL-232456700,Orlen nr 232456700 (Zdzieszowice),"ul. Kozielska 1, 47-330 Zdzieszowice",50.415501,18.113608,,Do zrobienia,,,Nie
ORL-PL-233308561,Orlen nr 233308561 (Gdańsk),"ul. Juliusza Słowackiego 198, 80-298 Gdańsk",54.380790,18.477372,,Do zrobienia,,,Nie
ORL-PL-233356286,Orlen nr 233356286 (Kraków),"ul. Kamienna 18, 31-403 Kraków",50.077359,19.947664,,Do zrobienia,,,Nie
ORL-PL-234007706,Orlen nr 234007706 (Jaworzno),"ul. Krakowska 6c, 43-600 Jaworzno",50.190446,19.285075,,Do zrobienia,,,Nie
ORL-PL-234174426,Orlen nr 234174426 (Ciechanów),"ul. Płocka 35, 06-400 Ciechanów",52.863473,20.584202,,Do zrobienia,,,Nie
ORL-PL-234350365,Orlen nr 234350365 (Namysłów),"ul. Oleśnicka 8, 46-100 Namysłów",51.084570,17.705074,,Do zrobienia,,,Nie
ORL-PL-234448182,Orlen nr 234448182,21-300,51.780764,22.593104,,Do zrobienia,,,Nie
ORL-PL-234480778,Orlen nr 234480778 (Płock),"ul. Bielska 68, 09-402 Płock",52.572694,19.730733,,Do zrobienia,,,Nie
ORL-PL-235769587,Orlen nr 235769587 (Toruń),"ul. Polna 10, 87-100 Toruń",53.034593,18.585269,,Do zrobienia,,,Nie
ORL-PL-236101751,Orlen nr 236101751 (Kraków),"ul. Jasnogórska, 31-080 Kraków",50.089657,19.893103,,Do zrobienia,,,Nie
ORL-PL-237037904,Orlen nr 237037904 (Oleśnica),"ul. Plac Stanisława Staszica 1, 56-400 Oleśnica",51.212657,17.383349,,Do zrobienia,,,Nie
ORL-PL-237130869,Orlen nr 237130869 (Warszawa),"ul. Puławska 554, 02-884 Warszawa",52.107730,21.017245,,Do zrobienia,,,Nie
ORL-PL-237550285,Orlen nr 237550285 (Gietrzwałd),"ul. Olsztyńska 71, 11-036 Gietrzwałd",53.748874,20.250802,,Do zrobienia,,,Nie
ORL-PL-238866299,Orlen nr 238866299 (Warszawa),"ul. 11 Listopada 42A, 03-436 Warszawa",52.262459,21.038128,,Do zrobienia,,,Nie
ORL-PL-238930849,Orlen nr 238930849 (Krzeszowice),"ul. Tadeusza Kościuszki, Krzeszowice",50.133010,19.632802,,Do zrobienia,,,Nie
ORL-PL-239298036,Orlen nr 239298036 (Strzyżewice),"ul. Balonowa 35, 64-100 Strzyżewice",51.831440,16.534555,,Do zrobienia,,,Nie
ORL-PL-239357868,Orlen nr 239357868 (Wola Ducka),"ul. Trakt Lubelski 28, 05-408 Wola Ducka",52.115012,21.375339,,Do zrobienia,,,Nie
ORL-PL-240383255,Orlen nr 240383255 (Warszawa),"ul. Heroldów 1, 01-991 Warszawa",52.305163,20.932509,,Do zrobienia,,,Nie
ORL-PL-240569644,Orlen nr 240569644 (Węgierska Górka),"ul. Zielona 60, Węgierska Górka",49.604630,19.116142,,Do zrobienia,,,Nie
ORL-PL-241278326,Orlen nr 241278326 (Bochnia),"ul. Brzeska 42, Bochnia",49.976412,20.444987,,Do zrobienia,,,Nie
ORL-PL-243691232,Orlen nr 243691232 (Jawornik),"ul. Zakręty 3, 32-400 Jawornik",49.865810,19.911388,,Do zrobienia,,,Nie
ORL-PL-244361980,Orlen nr 244361980 (Sztum),"ul. Władysława Jagiełły 32, 82-400 Sztum",53.914229,19.044917,,Do zrobienia,,,Nie
ORL-PL-244738797,Orlen nr 244738797 (Dobre Miasto),"ul. Olsztyńska 21a, 11-040 Dobre Miasto",53.981184,20.409014,,Do zrobienia,,,Nie
ORL-PL-245033617,Orlen nr 245033617 (Warszawa),"ul. Powązkowska 43, 01-797 Warszawa",52.259150,20.959671,,Do zrobienia,,,Nie
ORL-PL-245724912,Orlen nr 245724912 (Wadowice),"ul. Wenecja 6, Wadowice",49.875728,19.512664,,Do zrobienia,,,Nie
ORL-PL-246814960,Orlen nr 246814960 (Warszawa),"ul. Migdałowa, 02-792 Warszawa",52.148003,21.059570,,Do zrobienia,,,Nie
ORL-PL-247286407,Orlen nr 247286407,ul. Nasielska 1,52.244236,21.096175,,Do zrobienia,,,Nie
ORL-PL-248117604,Orlen nr 248117604 (Białystok),"ul. Baranowicka 44, 15-544 Białystok",53.121547,23.199510,,Do zrobienia,,,Nie
ORL-PL-249265302,Orlen nr 249265302 (Strzelce Opolskie),"ul. Krakowska 52, 47-100 Strzelce Opolskie",50.506276,18.314954,,Do zrobienia,,,Nie
ORL-PL-249888698,Orlen nr 249888698 (Lidzbark Warmiński),"ul. Mikołaja Kopernika 33A, 11-100 Lidzbark Warmiński",54.121997,20.574323,,Do zrobienia,,,Nie
ORL-PL-251693230,Orlen nr 251693230 (Kraków),"ul. Włóczków, 30-102 Kraków",50.055122,19.925192,,Do zrobienia,,,Nie
ORL-PL-253041827,Orlen nr 253041827 (Warszawa),"ul. Aleja Wyścigowa 2, Warszawa",52.165868,21.015899,,Do zrobienia,,,Nie
ORL-PL-253841316,Orlen nr 253841316 (Szprotawa),"ul. Plac Komuny Paryskiej 3, 67-300 Szprotawa",51.566242,15.541330,,Do zrobienia,,,Nie
ORL-PL-254021620,Orlen nr 254021620 (Warszawa),"ul. Śródziemnomorska 65, 02-758 Warszawa",52.176590,21.045149,,Do zrobienia,,,Nie
ORL-PL-254451731,Orlen nr 254451731 (Warszawa),"ul. Wawelska, 02-082 Warszawa",52.216499,20.998576,,Do zrobienia,,,Nie
ORL-PL-255357671,Orlen nr 255357671 (Gołdap),"ul. Warszawska 2, 19-500 Gołdap",54.304039,22.304558,,Do zrobienia,,,Nie
ORL-PL-255492118,Orlen nr 255492118 (Włocławek),"ul. Toruńska 33, 87-800 Włocławek",52.664242,19.055571,,Do zrobienia,,,Nie
ORL-PL-255594959,Orlen nr 255594959 (Warszawa),"ul. Ostrobramska 124, 04-118 Warszawa",52.236572,21.087487,,Do zrobienia,,,Nie
ORL-PL-257221233,Orlen nr 257221233 (Warszawa),Warszawa,52.223855,21.228609,,Do zrobienia,,,Nie
ORL-PL-257358608,Orlen nr 257358608 (Kutno),"ul. Tadeusza Kościuszki 56, 99-300 Kutno",52.246454,19.379096,,Do zrobienia,,,Nie
ORL-PL-257679995,Orlen nr 257679995 (Dębica),"ul. Rzeszowska, 39-200 Dębica",50.054955,21.433969,,Do zrobienia,,,Nie
ORL-PL-259520721,Orlen nr 259520721 (Świdnica),"ul. Szarych Szeregów 4, 58-100 Świdnica",50.855255,16.509649,,Do zrobienia,,,Nie
ORL-PL-262390989,Orlen nr 262390989 (Niemodlin),"ul. Opolska 37, 49-100 Niemodlin",50.644809,17.640533,,Do zrobienia,,,Nie
ORL-PL-263287935,Orlen nr 263287935 (Kalwaria Zebrzydowska),"ul. Jagiellońska 60d, 34-130 Kalwaria Zebrzydowska",49.872246,19.662074,,Do zrobienia,,,Nie
ORL-PL-263420446,Orlen nr 263420446 (Zabłudów),"ul. Białostocka 59, 16-060 Zabłudów",53.018171,23.328002,,Do zrobienia,,,Nie
ORL-PL-263641218,Orlen nr 263641218 (Raciążek),"ul. Pole 16A, 87-721 Raciążek",52.844248,18.791110,,Do zrobienia,,,Nie
ORL-PL-264898358,Orlen nr 264898358 (Białobrzegi),"ul. Krakowska 86, 26-800 Białobrzegi",51.643326,20.958165,,Do zrobienia,,,Nie
ORL-PL-265240024,Orlen nr 265240024 (Gliwice),"ul. Jasna, 44-100 Gliwice",50.286887,18.672686,,Do zrobienia,,,Nie
ORL-PL-266630721,Orlen nr 266630721,"ul. Kłodzka 46a, 57-511",50.311598,16.658268,,Do zrobienia,,,Nie
ORL-PL-267241999,Orlen nr 267241999 (Szczecin),"ul. Mikołaja Kopernika 19, 73-230 Szczecin",53.424985,14.545612,,Do zrobienia,,,Nie
ORL-PL-267242075,Orlen nr 267242075 (Szczecin),"ul. Adama Mickiewicza, 70-385 Szczecin",53.436878,14.532349,,Do zrobienia,,,Nie
ORL-PL-267249076,Orlen nr 267249076 (Szczecin),"ul. Fryderyka Chopina 16, 71-457 Szczecin",53.454180,14.537315,,Do zrobienia,,,Nie
ORL-PL-267458634,Orlen nr 267458634 (Biała Podlaska),"ul. Gabriela Narutowicza 2, 21-500 Biała Podlaska",52.030160,23.118415,,Do zrobienia,,,Nie
ORL-PL-271230252,Orlen nr 271230252 (Biała Podlaska),"ul. Janowska 73, 21-500 Biała Podlaska",52.051220,23.121001,,Do zrobienia,,,Nie
ORL-PL-274282013,Orlen nr 274282013 (Zambrów),"ul. Ostrowska, 18-300 Zambrów",52.978801,22.230508,,Do zrobienia,,,Nie
ORL-PL-275829574,Orlen nr 275829574 (Łódź),"ul. Aleja Grzegorza Palki 7, Łódź",51.782322,19.483715,,Do zrobienia,,,Nie
ORL-PL-280134555,Orlen nr 280134555 (Krzeszowice),"ul. Tadeusza Kościuszki 59, 32-065 Krzeszowice",50.132308,19.644986,,Do zrobienia,,,Nie
ORL-PL-281973540,Orlen nr 281973540 (Kobierzyce),"ul. Wincentego Witosa 1, 55-040 Kobierzyce",50.970244,16.933782,,Do zrobienia,,,Nie
ORL-PL-282393656,Orlen nr 282393656 (Józefów),"ul. Nadwiślańska 90, 05-410 Józefów",52.141150,21.190475,,Do zrobienia,,,Nie
ORL-PL-282510725,Orlen nr 282510725 (Sosnowiec),Sosnowiec,50.229539,19.164507,,Do zrobienia,,,Nie
ORL-PL-282740611,Orlen nr 282740611 (Skierniewice),"ul. Widok, 96-100 Skierniewice",51.971820,20.148371,,Do zrobienia,,,Nie
ORL-PL-285946354,Orlen nr 285946354 (Łowicz),"ul. Napoleońska, 99-400 Łowicz",52.104149,19.953010,,Do zrobienia,,,Nie
ORL-PL-287011987,Orlen nr 287011987 (Iława),"ul. Lubawska 16, 14-200 Iława",53.578251,19.588082,,Do zrobienia,,,Nie
ORL-PL-288473772,Orlen nr 288473772 (Szczecin),"ul. Goleniowska, 70-835 Szczecin",53.397321,14.675295,,Do zrobienia,,,Nie
ORL-PL-291306923,Orlen nr 291306923 (Wisznice),"ul. Władysława Zawadzkiego 1, 21-580 Wisznice",51.781746,23.220544,,Do zrobienia,,,Nie
ORL-PL-291640126,Orlen nr 291640126 (Janów Podlaski),"ul. Plac Partyzantów 8, 21-505 Janów Podlaski",52.196608,23.207460,,Do zrobienia,,,Nie
ORL-PL-292144518,Orlen nr 292144518 (Warszawa),"ul. Sejmikowa, 04-564 Warszawa",52.225867,21.148877,,Do zrobienia,,,Nie
ORL-PL-292350920,Orlen nr 292350920 (Niemce),"ul. Przemysłowa, 21-025 Niemce",51.370608,22.633503,,Do zrobienia,,,Nie
ORL-PL-294680313,Orlen nr 294680313 (Opole),"ul. Krapkowicka, 45-737 Opole",50.652076,17.909331,,Do zrobienia,,,Nie
ORL-PL-296384840,Orlen nr 296384840 (Hebdów),"ul. Lubelska, 32-120 Hebdów",50.137746,20.386523,,Do zrobienia,,,Nie
ORL-PL-297827099,Orlen nr 297827099 (Krynica-Zdrój),"ul. Zawodzie 2, 33-380 Krynica-Zdrój",49.384949,20.951333,,Do zrobienia,,,Nie
ORL-PL-298059528,Orlen nr 298059528 (Głobino),"ul. Bliska 2, 76-200 Głobino",54.441627,17.099359,,Do zrobienia,,,Nie
ORL-PL-298062524,Orlen nr 298062524 (Brodnica),"ul. Generała Władysława Sikorskiego, 87-300 Brodnica",53.273204,19.424633,,Do zrobienia,,,Nie
ORL-PL-298549012,Orlen nr 298549012 (Jabłonna),"ul. Zegrzyńska 7A, 05-110 Jabłonna",52.379456,20.918925,,Do zrobienia,,,Nie
ORL-PL-299667879,Orlen nr 299667879 (Pyzdry),"ul. Wrzesińska 43, 62-310 Pyzdry",52.179305,17.682020,,Do zrobienia,,,Nie
ORL-PL-301330237,Orlen nr 301330237 (Mława),"ul. Płocka 87, 06-500 Mława",53.095115,20.374630,,Do zrobienia,,,Nie
ORL-PL-301402242,Orlen nr 301402242,16-080,53.135815,22.750293,,Do zrobienia,,,Nie
ORL-PL-301947724,Orlen nr 301947724 (Olesno),"ul. Wielkie Przedmieście 1, 46-300 Olesno",50.875052,18.416157,,Do zrobienia,,,Nie
ORL-PL-303240885,Orlen nr 303240885 (Elbląg),"ul. Królewiecka 144, 82-300 Elbląg",54.178158,19.425963,,Do zrobienia,,,Nie
ORL-PL-303317611,Orlen nr 303317611 (Police),"ul. Tanowska, Police",53.551595,14.550700,,Do zrobienia,,,Nie
ORL-PL-303561881,Orlen nr 303561881 (Kąkolewo),"ul. Gostyńska 2, 64-113 Kąkolewo",51.861233,16.697118,,Do zrobienia,,,Nie
ORL-PL-303858229,Orlen nr 303858229 (Jelenia Góra),"ul. Wolności 233, 58-560 Jelenia Góra",50.868923,15.697172,,Do zrobienia,,,Nie
ORL-PL-304699836,Orlen nr 304699836 (Rzeszów),"ul. Warszawska, 35-205 Rzeszów",50.048708,21.999348,,Do zrobienia,,,Nie
ORL-PL-304858899,Orlen nr 304858899 (Ząbkowice Śląskie),"ul. Kłodzka 20, 57-200 Ząbkowice Śląskie",50.581983,16.805805,,Do zrobienia,,,Nie
ORL-PL-308622196,Orlen nr 308622196 (Przęsocin),"ul. Młyńska 5, 72-010 Przęsocin",53.514992,14.568290,,Do zrobienia,,,Nie
ORL-PL-310362402,Orlen nr 310362402 (Skawina),"ul. Marii Konopnickiej 12, 32-050 Skawina",49.973869,19.826030,,Do zrobienia,,,Nie
ORL-PL-311778212,Orlen nr 311778212 (Pelplin),"ul. Plac Wolności 7, 83-130 Pelplin",53.927256,18.690277,,Do zrobienia,,,Nie
ORL-PL-313418888,Orlen nr 313418888 (Szczecin),"ul. Bogumińska, 71-699 Szczecin",53.465291,14.579110,,Do zrobienia,,,Nie
ORL-PL-314248939,Orlen nr 314248939 (Lipno),"ul. 3 Maja 1A, 87-600 Lipno",52.846947,19.178824,,Do zrobienia,,,Nie
ORL-PL-314541065,Orlen nr 314541065 (Suwałki),"ul. Kolejowa 7, 16-400 Suwałki",54.107970,22.937382,,Do zrobienia,,,Nie
ORL-PL-314575292,Orlen nr 314575292 (Suwałki),"ul. Generała Kazimierza Pułaskiego 2, 16-400 Suwałki",54.109062,22.928556,,Do zrobienia,,,Nie
ORL-PL-316377905,Orlen nr 316377905 (Bolesławiec),59-700 Bolesławiec,51.260170,15.591777,,Do zrobienia,,,Nie
ORL-PL-317526494,Orlen nr 317526494 (Łódź),"ul. Łagiewnicka 63, 91-855 Łódź",51.795269,19.455812,,Do zrobienia,,,Nie
ORL-PL-318095354,Orlen nr 318095354 (Łopuszno),"ul. Kielecka, 26-070 Łopuszno",50.949638,20.254923,,Do zrobienia,,,Nie
ORL-PL-319170601,Orlen nr 319170601 (Jasło),"ul. 3 Maja 90, 38-200 Jasło",49.728196,21.455454,,Do zrobienia,,,Nie
ORL-PL-320294566,Orlen nr 320294566 (Wąsosz),"ul. Rawicka 22, 56-210 Wąsosz",51.570786,16.707111,,Do zrobienia,,,Nie
ORL-PL-320954798,Orlen nr 320954798 (Warszawa),"ul. Aleja „Solidarności” 100, 01-016 Warszawa",52.238475,20.982693,,Do zrobienia,,,Nie
ORL-PL-322102169,Orlen nr 322102169 (Skarszewy),"ul. Kościerska 5, 83-250 Skarszewy",54.069867,18.454352,,Do zrobienia,,,Nie
ORL-PL-322463148,Orlen nr 322463148,42-445,50.624480,19.802617,,Do zrobienia,,,Nie
ORL-PL-322526361,Orlen nr 322526361 (Białystok),"ul. Kawaleryjska 27, 15-325 Białystok",53.102395,23.139124,,Do zrobienia,,,Nie
ORL-PL-322920602,Orlen nr 322920602 (Katowice),"ul. Murckowska 22, 40-266 Katowice",50.254518,19.047104,,Do zrobienia,,,Nie
ORL-PL-322934738,Orlen nr 322934738 (Pawłowice),"ul. Wodzisławska 74, 43-251 Pawłowice",49.959002,18.694224,,Do zrobienia,,,Nie
ORL-PL-323760356,Orlen nr 323760356 (Lubań),"ul. Cmentarna 5, 59-800 Lubań",51.125750,15.289595,,Do zrobienia,,,Nie
ORL-PL-324251069,Orlen nr 324251069 (Konin),"ul. Ignacego Paderewskiego, 62-510 Konin",52.237945,18.261202,,Do zrobienia,,,Nie
ORL-PL-325090736,Orlen nr 325090736 (Mikołów),"ul. Gliwicka, 43-190 Mikołów",50.178460,18.889156,,Do zrobienia,,,Nie
ORL-PL-325863735,Orlen nr 325863735 (Straszyn),"ul. Starogardzka 9, 83-010 Straszyn",54.277199,18.589348,,Do zrobienia,,,Nie
ORL-PL-325878195,Orlen nr 325878195 (Warszawa),"ul. Josepha Conrada 1A, 01-922 Warszawa",52.270602,20.932680,,Do zrobienia,,,Nie
ORL-PL-327854771,Orlen nr 327854771 (Drawsko Pomorskie),"ul. Starogrodzka 32, 78-500 Drawsko Pomorskie",53.526812,15.795715,,Do zrobienia,,,Nie
ORL-PL-329065124,Orlen nr 329065124,28-100,50.514994,20.726515,,Do zrobienia,,,Nie
ORL-PL-329199031,Orlen nr 329199031,72-003,53.452455,14.380076,,Do zrobienia,,,Nie
ORL-PL-330111974,Orlen nr 330111974 (Warszawa),"ul. Filomatów 6, 04-116 Warszawa",52.234590,21.094997,,Do zrobienia,,,Nie
ORL-PL-330475818,Orlen nr 330475818,37-750,49.821194,22.416777,,Do zrobienia,,,Nie
ORL-PL-333743285,Orlen nr 333743285 (Wrocław),"ul. Ślężna 88A, 53-306 Wrocław",51.083416,17.025101,,Do zrobienia,,,Nie
ORL-PL-336049954,Orlen nr 336049954 (Gdów),32-420 Gdów,49.908178,20.199412,,Do zrobienia,,,Nie
ORL-PL-337070014,Orlen nr 337070014 (Mysłakowice),"ul. Wojska Polskiego 24a, 58-533 Mysłakowice",50.829688,15.775963,,Do zrobienia,,,Nie
ORL-PL-337143644,Orlen nr 337143644 (Ostrów Mazowiecka),"ul. Lubiejewska 143, 07-300 Ostrów Mazowiecka",52.829491,21.875825,,Do zrobienia,,,Nie
ORL-PL-337984461,Orlen nr 337984461 (Pniewy),"ul. Poznańska 61B, 62-045 Pniewy",52.504961,16.275599,,Do zrobienia,,,Nie
ORL-PL-339573998,Orlen nr 339573998 (Kraków),"ul. Józefa Wybickiego 3E, 31-261 Kraków",50.083404,19.929012,,Do zrobienia,,,Nie
ORL-PL-344219401,Orlen nr 344219401 (Mogilno),"ul. Wincentego Witosa 6B, 88-300 Mogilno",52.647151,17.964780,,Do zrobienia,,,Nie
ORL-PL-346618357,Orlen nr 346618357,32-434,49.624939,19.948832,,Do zrobienia,,,Nie
ORL-PL-352370553,Orlen nr 352370553 (Przysiek),"ul. Toruńska 2, 87-134 Przysiek",53.031483,18.496360,,Do zrobienia,,,Nie
ORL-PL-352654548,Orlen nr 352654548 (Płock),"ul. Aleja Józefa Piłsudskiego 2, 09-402 Płock",52.545818,19.707067,,Do zrobienia,,,Nie
ORL-PL-353314931,Orlen nr 353314931 (Płock),"ul. Dobrzyńska 56, 09-400 Płock",52.563839,19.659592,,Do zrobienia,,,Nie
ORL-PL-353441792,Orlen nr 353441792 (Płock),"ul. Chemików 7, 09-411 Płock",52.580595,19.653143,,Do zrobienia,,,Nie
ORL-PL-353443761,Orlen nr 353443761 (Płock),"ul. Targowa 4, 09-407 Płock",52.559742,19.709089,,Do zrobienia,,,Nie
ORL-PL-355294978,Orlen nr 355294978 (Piła),64-920 Piła,53.120982,16.774427,,Do zrobienia,,,Nie
ORL-PL-356102419,Orlen nr 356102419 (Lublin),"ul. Gęsia 7, 20-719 Lublin",51.227339,22.480991,,Do zrobienia,,,Nie
ORL-PL-356993572,Orlen nr 356993572,74-121,53.113919,14.399357,,Do zrobienia,,,Nie
ORL-PL-359365668,Orlen nr 359365668 (Lubartów),"ul. Cicha, 21-100 Lubartów",51.457196,22.616668,,Do zrobienia,,,Nie
ORL-PL-359419906,Orlen nr 359419906 (Niemce),"ul. Centralna 15, 21-025 Niemce",51.360584,22.632918,,Do zrobienia,,,Nie
ORL-PL-359852069,Orlen nr 359852069 (Piaski),"ul. Lubelska 130, 21-050 Piaski",51.140281,22.839256,,Do zrobienia,,,Nie
ORL-PL-360106774,Orlen nr 360106774 (Głuchołazy),"ul. Grunwaldzka, 48-340 Głuchołazy",50.320661,17.387654,,Do zrobienia,,,Nie
ORL-PL-361244954,Orlen nr 361244954 (Przedbórz),"ul. Leśna, 97-570 Przedbórz",51.090647,19.867222,,Do zrobienia,,,Nie
ORL-PL-362294148,Orlen nr 362294148 (Gryfino),"ul. Słowiańska, 74-101 Gryfino",53.256102,14.488861,,Do zrobienia,,,Nie
ORL-PL-362812700,Orlen nr 362812700 (Wąbrzeźno),"ul. Wolności 69, 87-200 Wąbrzeźno",53.270883,18.947018,,Do zrobienia,,,Nie
ORL-PL-367334921,Orlen nr 367334921 (Marki),"ul. Majora Billa 1, 05-270 Marki",52.365224,21.141735,,Do zrobienia,,,Nie
ORL-PL-368143716,Orlen nr 368143716 (Walentynów),27-100 Walentynów,51.213378,21.248166,,Do zrobienia,,,Nie
ORL-PL-368143717,Orlen nr 368143717 (Iłża),"ul. Danuty Siedzikówny ""Inki"" 16, 27-100 Iłża",51.167371,21.232443,,Do zrobienia,,,Nie
ORL-PL-368143821,Orlen nr 368143821 (Zwoleń),"ul. Wojska Polskiego 111, 26-700 Zwoleń",51.358510,21.565709,,Do zrobienia,,,Nie
ORL-PL-368426627,Orlen nr 368426627 (Piotrków Trybunalski),"ul. Łódzka 51, 97-300 Piotrków Trybunalski",51.424370,19.673816,,Do zrobienia,,,Nie
ORL-PL-368823709,Orlen nr 368823709,37-740,49.690982,22.461153,,Do zrobienia,,,Nie
ORL-PL-371535602,Orlen nr 371535602,66-620,51.910750,14.718713,,Do zrobienia,,,Nie
ORL-PL-372188673,Orlen nr 372188673 (Agatówka),"ul. Centralna, 37-464 Agatówka",50.609972,22.008085,,Do zrobienia,,,Nie
ORL-PL-372188682,Orlen nr 372188682 (Gorzyce),"ul. Sandomierska, 39-432 Gorzyce",50.662845,21.848813,,Do zrobienia,,,Nie
ORL-PL-372188836,Orlen nr 372188836 (Chełm),"ul. Aleja Armii Krajowej 5, 22-100 Chełm",51.129989,23.467792,,Do zrobienia,,,Nie
ORL-PL-372188988,Orlen nr 372188988 (Chełm),Chełm,51.143800,23.504410,,Do zrobienia,,,Nie
ORL-PL-372190562,Orlen nr 372190562 (Nisko),Nisko,50.504725,22.142329,,Do zrobienia,,,Nie
ORL-PL-372362916,Orlen nr 372362916 (Pasłęk),"ul. Bohaterów Westerplatte 31, 14-400 Pasłęk",54.056057,19.658076,,Do zrobienia,,,Nie
ORL-PL-374749402,Orlen nr 374749402,21-003,51.287269,22.578114,,Do zrobienia,,,Nie
ORL-PL-375550862,Orlen nr 375550862,11-730,53.802575,21.551024,,Do zrobienia,,,Nie
ORL-PL-377216652,Orlen nr 377216652 (Kraków),"ul. Tyniecka 186, 30-398 Kraków",50.023699,19.830047,,Do zrobienia,,,Nie
ORL-PL-377781336,Orlen nr 377781336 (Połaniec),"ul. Wyzwolenia 1, 28-230 Połaniec",50.439265,21.288015,,Do zrobienia,,,Nie
ORL-PL-381584182,Orlen nr 381584182 (Mrągowo),"ul. Olsztyńska 15, 11-700 Mrągowo",53.860358,21.282731,,Do zrobienia,,,Nie
ORL-PL-381964630,Orlen nr 381964630 (Goleniów),"ul. Przestrzenna 2, 72-100 Goleniów",53.555349,14.819683,,Do zrobienia,,,Nie
ORL-PL-383902793,Orlen nr 383902793 (Jałowiec),58-900 Jałowiec,51.099309,15.309257,,Do zrobienia,,,Nie
ORL-PL-385279514,Orlen nr 385279514 (Łącko),33-390 Łącko,49.552233,20.455906,,Do zrobienia,,,Nie
ORL-PL-385812453,Orlen nr 385812453 (Malbork),"ul. Generała Charles'a de Gaulle'a 72, 82-200 Malbork",54.025807,19.049092,,Do zrobienia,,,Nie
ORL-PL-385884425,Orlen nr 385884425 (Smardzów),"ul. Wrocławska 44, 56-400 Smardzów",51.199868,17.314283,,Do zrobienia,,,Nie
ORL-PL-386469885,Orlen nr 386469885 (Warszawa),"ul. Aleja Krakowska 51, 02-183 Warszawa",52.169905,20.936260,,Do zrobienia,,,Nie
ORL-PL-387754471,Orlen nr 387754471,20-075,51.361960,22.953793,,Do zrobienia,,,Nie
ORL-PL-389919188,Orlen nr 389919188 (Koszalin),"ul. Bohaterów Warszawy 25, 75-211 Koszalin",54.186284,16.153154,,Do zrobienia,,,Nie
ORL-PL-390435224,Orlen nr 390435224 (Tomaszów Mazowiecki),"ul. Świętego Antoniego 92, 97-200 Tomaszów Mazowiecki",51.520856,20.019596,,Do zrobienia,,,Nie
ORL-PL-390992694,Orlen nr 390992694 (Sianów),"ul. Łubuszan 1, 76-004 Sianów",54.231046,16.308617,,Do zrobienia,,,Nie
ORL-PL-395646326,Orlen nr 395646326 (Kożuchów),"ul. Nowosolna 2, 67-120 Kożuchów",51.745923,15.598278,,Do zrobienia,,,Nie
ORL-PL-396833643,Orlen nr 396833643 (Oleśnica),"ul. Wrocławska 54, 56-400 Oleśnica",51.215150,17.361868,,Do zrobienia,,,Nie
ORL-PL-398219855,Orlen nr 398219855,59-241,51.158342,16.174519,,Do zrobienia,,,Nie
ORL-PL-398548785,Orlen nr 398548785,ul. Rakowiecka 38,52.206339,21.000108,,Do zrobienia,,,Nie
ORL-PL-402400021,Orlen nr 402400021 (Rymanów),"ul. Sanocka 27A, 38-480 Rymanów",49.574979,21.875625,,Do zrobienia,,,Nie
ORL-PL-408034208,Orlen nr 408034208 (Wielogóra),"ul. Warszawska, 26-660 Wielogóra",51.475541,21.130748,,Do zrobienia,,,Nie
ORL-PL-408349881,Orlen nr 408349881 (Łobez),"ul. Przemysłowa 1, 73-150 Łobez",53.644122,15.615525,,Do zrobienia,,,Nie
ORL-PL-410703559,Orlen nr 410703559 (Warszawa),"ul. Wersalska 3, 03-955 Warszawa",52.224096,21.059460,,Do zrobienia,,,Nie
ORL-PL-415745963,Orlen nr 415745963 (Stawiski),"ul. Plac Wolności, 18-520 Stawiski",53.380635,22.154437,,Do zrobienia,,,Nie
ORL-PL-417909148,Orlen nr 417909148 (Nowa Słupia),Nowa Słupia,50.854740,21.085880,,Do zrobienia,,,Nie
ORL-PL-417910498,Orlen nr 417910498 (Baranów Sandomierski),Baranów Sandomierski,50.491386,21.550426,,Do zrobienia,,,Nie
ORL-PL-419354159,Orlen nr 419354159 (Wrocław),"ul. Jedności Narodowej 156, 50-302 Wrocław",51.126707,17.046488,,Do zrobienia,,,Nie
ORL-PL-420596264,Orlen nr 420596264 (Kielce),"ul. Krakowska 287, 25-801 Kielce",50.854457,20.566962,,Do zrobienia,,,Nie
ORL-PL-424427258,Orlen nr 424427258 (Otwock),"ul. Hugona Kołłątaja 61, 05-400 Otwock",52.118511,21.247712,,Do zrobienia,,,Nie
ORL-PL-425762096,Orlen nr 425762096 (Kłobuck),"ul. Wieluńska 9, 42-100 Kłobuck",50.901569,18.934700,,Do zrobienia,,,Nie
